#     Step             Time      Temperature                E_kin                     E_pot             Pressure
         0           0.0000        5991.3991          37.94795101        -217.37928280       14402.54523771
         1           0.5000        5968.2628          37.80141181        -217.60322831       15973.77836578
         2           1.0000        5946.3381          37.66254615        -217.62604263       19094.60085350
         3           1.5000        5961.5447          37.75886114        -217.47687715       23098.28417566
         4           2.0000        5993.6919          37.96247304        -217.34146078       26849.11976209
         5           2.5000        6049.0601          38.31316024        -217.38942340       30482.60247426
         6           3.0000        6028.2889          38.18160089        -217.69473536       33666.36181380
         7           3.5000        6063.8242          38.40667268        -218.30229310       36281.92898009
         8           4.0000        6221.6752          39.40645917        -219.14276253       39445.11724809
         9           4.5000        6238.6231          39.51380296        -219.94122592       41823.30112185
        10           5.0000        6233.5931          39.48194425        -220.28890233       44783.31377425
        11           5.5000        6206.3168          39.30918308        -220.07988143       47028.08755669
        12           6.0000        6167.3208          39.06219252        -219.71669911       48252.42110917
        13           6.5000        6141.1233          38.89626472        -219.94477655       48649.40515765
        14           7.0000        6126.1603          38.80149313        -220.85346623       47934.81060226
        15           7.5000        6266.1134          39.68791903        -221.63230450       47400.27030702
        16           8.0000        6302.6473          39.91931523        -221.67954159       45870.58253050
        17           8.5000        6149.7575          38.95095117        -220.84464488       44208.63065451
        18           9.0000        5928.5025          37.54958014        -219.54927196       43333.71468639
        19           9.5000        5679.5729          35.97292537        -218.52247064       40807.80057708
        20          10.0000        5529.9421          35.02520289        -217.70647712       38285.14194357
        21          10.5000        5340.1279          33.82296957        -216.73875196       35849.50556261
        22          11.0000        5077.5126          32.15963328        -215.61135458       32801.10947351
        23          11.5000        4853.6929          30.74201784        -214.42138749       30313.28282714
        24          12.0000        4601.7299          29.14615056        -213.34019695       26898.47906835
        25          12.5000        4472.5140          28.32773094        -212.53902340       23769.15958819
        26          13.0000        4493.1140          28.45820608        -212.11947775       20257.71959472
        27          13.5000        4575.5001          28.98001803        -212.13894086       16934.94596498
        28          14.0000        4654.7082          29.48170105        -212.59901497       12542.71973055
        29          14.5000        4788.6726          30.33019648        -213.42273018        7919.99410863
        30          15.0000        4913.7006          31.12209088        -214.50379202        3724.33818792
        31          15.5000        5075.9316          32.14961944        -215.71678841         789.92317642
        32          16.0000        5260.9532          33.32149777        -216.92292625        -788.14198328
        33          16.5000        5442.9203          34.47403002        -217.96875989       -1421.24040093
        34          17.0000        5554.3428          35.17975067        -218.70728247        -997.39915161
        35          17.5000        5515.2898          34.93239911        -219.03220019          54.13091099
        36          18.0000        5502.5356          34.85161730        -219.00904596        1887.45130123
        37          18.5000        5539.7356          35.08723246        -218.89176005        3365.52917177
        38          19.0000        5575.3010          35.31249464        -219.07982445        4191.63665766
        39          19.5000        5630.7725          35.66383663        -219.67951552        3680.83220320
        40          20.0000        5622.1387          35.60915199        -220.25467168        1632.22647050
        41          20.5000        5757.1499          36.46427782        -220.57338197         357.01657081
        42          21.0000        5781.0815          36.61585396        -220.69998011       -2332.93818626
        43          21.5000        5731.9552          36.30470139        -220.77867443       -6206.61568492
        44          22.0000        5686.7300          36.01825629        -221.01835741       -9298.75760928
        45          22.5000        5734.7682          36.32251768        -221.50570501      -10323.11546607
        46          23.0000        5823.8385          36.88666577        -222.13610415       -9205.35504356
        47          23.5000        5947.4480          37.66957576        -222.66599703       -7673.15997762
        48          24.0000        6082.5560          38.52531459        -222.67441640       -5085.56703215
        49          24.5000        5992.9446          37.95773934        -221.96077232       -2032.91939356
        50          25.0000        5923.0794          37.51523191        -221.08433785         875.56489770
        51          25.5000        5907.0814          37.41390436        -220.93001492        1030.52135464
        52          26.0000        6090.2896          38.57429709        -221.55069390           9.52860344
        53          26.5000        6100.7721          38.64069071        -222.48439480       -3594.37648996
        54          27.0000        6151.3855          38.96126281        -223.16027312       -6984.69745525
        55          27.5000        6127.4128          38.80942597        -223.19640337       -9053.95006035
        56          28.0000        6014.9919          38.09738145        -222.60440226      -10505.00110513
        57          28.5000        5846.5911          37.03077512        -221.56711769      -11483.53434860
        58          29.0000        5724.0328          36.25452305        -220.38778996      -11769.27235924
        59          29.5000        5620.0740          35.59607517        -219.81426372      -11903.56087239
        60          30.0000        5571.7807          35.29019780        -219.81727730      -11943.16981707
        61          30.5000        5579.0240          35.33607481        -219.64998680      -12233.04829728
        62          31.0000        5447.1026          34.50051964        -219.21368563      -14109.65407358
        63          31.5000        5325.6304          33.73114660        -218.74476240      -15462.44742971
        64          32.0000        5289.7464          33.50386633        -218.44815584      -16602.62052841
        65          32.5000        5263.0112          33.33453291        -218.43069259      -18716.36053761
        66          33.0000        5162.7302          32.69937932        -218.74629165      -20583.48023552
        67          33.5000        5251.2919          33.26030562        -219.26457493      -20518.37468317
        68          34.0000        5288.5584          33.49634238        -219.72175386      -19731.60739767
