#     Step             Time      Temperature                E_kin                     E_pot             Pressure
         0           0.0000        5788.3542          36.66191745        -210.12919005       22944.74625208
         1           0.5000        5861.8618          37.12749543        -210.95116111       23483.94662643
         2           1.0000        5996.3162          37.97909427        -211.97620447       23907.34600510
         3           1.5000        6200.8962          39.27485066        -213.05107244       24920.35835810
         4           2.0000        6400.3155          40.53791981        -213.99773247       26346.84018465
         5           2.5000        6549.0216          41.47978561        -214.62562757       27910.79078783
         6           3.0000        6548.5492          41.47679341        -215.07811759       25518.38440456
         7           3.5000        6549.2779          41.48140855        -215.52700444       22792.02006843
         8           4.0000        6574.7054          41.64246006        -215.52927460       20573.00416032
         9           4.5000        6379.1061          40.40358499        -214.91071952       18260.32374492
        10           5.0000        6206.3225          39.30921892        -214.20293018       16853.00274484
        11           5.5000        6070.5470          38.44925273        -213.34281220       15969.22559506
        12           6.0000        5909.7631          37.43088977        -212.21901018       16375.71987826
        13           6.5000        5717.0876          36.21053372        -211.35526220       15637.89599329
        14           7.0000        5532.2995          35.04013440        -211.09306800       14047.00154044
        15           7.5000        5565.9985          35.25357507        -211.17661097       12648.55897055
        16           8.0000        5611.2830          35.54039485        -211.26192416       12364.20698426
        17           8.5000        5601.3458          35.47745532        -211.31662596       12277.11937380
        18           9.0000        5616.7688          35.57514082        -211.54616349       12886.93367232
        19           9.5000        5619.7341          35.59392238        -212.10168203       13004.73113310
        20          10.0000        5720.1891          36.23017807        -212.86722293       13980.38754807
        21          10.5000        5785.7812          36.64562085        -213.55859394       16648.58157614
        22          11.0000        5741.4507          36.36484299        -213.88720397       19026.84455894
        23          11.5000        5653.1531          35.80558918        -213.60799219       21549.14244139
        24          12.0000        5429.3511          34.38808623        -212.76089314       23309.18969526
        25          12.5000        5280.3969          33.44464909        -211.80972397       24962.02626361
        26          13.0000        5331.8289          33.77040614        -211.54801847       25162.56539499
        27          13.5000        5508.2703          34.88793982        -212.18507152       24548.13852981
        28          14.0000        5660.1663          35.85000923        -213.15193548       22540.27854100
        29          14.5000        5794.8179          36.70285721        -213.99947447       20446.27985784
        30          15.0000        5845.2339          37.02217885        -214.64788366       18116.49022818
        31          15.5000        5885.7579          37.27884692        -215.13085530       15970.30859022
