#     Step             Time      Temperature                E_kin                     E_pot             Pressure
         0           0.0000        6233.8604          39.48363701        -217.14533760       33902.56157771
         1           0.5000        6151.7959          38.96386232        -217.00780288       35860.52655459
         2           1.0000        6053.4777          38.34114047        -216.45080409       36348.30142313
         3           1.5000        6098.7782          38.62806155        -216.58266466       33809.20136481
         4           2.0000        6168.1999          39.06776042        -216.70934154       31174.54795887
         5           2.5000        6180.5314          39.14586527        -216.44949146       28070.53966419
         6           3.0000        6070.6809          38.45010118        -216.19457435       23110.45881595
         7           3.5000        5983.4289          37.89746939        -216.01930084       19156.36387622
         8           4.0000        5987.6155          37.92398671        -215.86657851       17706.05816111
         9           4.5000        5867.4065          37.16261399        -215.72865253       17178.43689765
        10           5.0000        5807.5457          36.78347128        -215.69327042       17145.89641595
        11           5.5000        5831.8320          36.93729486        -215.82124766       19206.06828987
        12           6.0000        5891.5988          37.31584216        -216.12467048       20498.85801842
        13           6.5000        5912.0121          37.44513433        -216.64034281       21215.02630243
        14           7.0000        5884.2868          37.26952986        -217.39186124       20810.55039183
        15           7.5000        6049.6131          38.31666268        -218.30082824       21100.65017343
        16           8.0000        6223.1443          39.41576428        -219.22064084       22949.58318852
        17           8.5000        6302.6860          39.91956053        -219.90119346       24740.41733942
        18           9.0000        6303.4702          39.92452755        -220.08929571       27357.32950507
        19           9.5000        6158.7253          39.00775107        -219.71559291       29824.81884665
        20          10.0000        6066.5985          38.42424434        -219.22695898       32979.42786006
        21          10.5000        5980.2191          37.87713950        -218.98048324       35030.66040095
        22          11.0000        5831.8050          36.93712385        -218.65823295       35374.11145583
        23          11.5000        5668.4433          35.90243348        -217.93196416       34304.46683968
        24          12.0000        5353.1071          33.90517685        -216.51065315       32329.22704792
        25          12.5000        5148.1603          32.60709735        -215.12301829       29957.93911106
        26          13.0000        5238.2677          33.17781409        -215.26195794       26869.08958462
        27          13.5000        5347.7558          33.87128268        -215.43813618       22729.07710478
        28          14.0000        5303.4325          33.59055074        -215.10447821       18632.78603223
        29          14.5000        5220.6079          33.06596141        -214.55113768       15290.51588624
        30          15.0000        5085.7161          32.21159217        -213.98188073       13401.20564193
        31          15.5000        4995.8067          31.64212974        -213.58227716       12461.96748508
        32          16.0000        4975.5066          31.51355431        -213.47671667       11507.50454562
        33          16.5000        5020.5186          31.79864833        -213.64981041       12097.04384888
        34          17.0000        5069.6527          32.10985103        -213.98242790       13359.75049248
        35          17.5000        5033.5374          31.88110588        -214.30251716       14937.93203144
        36          18.0000        5051.2266          31.99314487        -214.48333490       18062.43842821
        37          18.5000        5092.8513          32.25678472        -214.42815888       20626.10219772
        38          19.0000        5051.3543          31.99395348        -214.11224501       22329.97919255
        39          19.5000        4980.3574          31.54427751        -213.81572475       22466.22251707
        40          20.0000        4905.6527          31.07111776        -213.92834940       20493.46113854
        41          20.5000        5015.0751          31.76417066        -214.13679866       18269.84752107
        42          21.0000        5005.4490          31.70320148        -214.02837810       15277.10178109
        43          21.5000        4899.1076          31.02966270        -213.69205218       12918.37997519
        44          22.0000        4781.2198          30.28299247        -213.40379890       11029.19626019
        45          22.5000        4741.7451          30.03297007        -213.28961061        9407.22549370
        46          23.0000        4736.3708          29.99893060        -213.28766864        8252.11548581
        47          23.5000        4777.2836          30.25806140        -213.26447133        6974.13348302
        48          24.0000        4903.2513          31.05590774        -213.22133856        6687.85461053
        49          24.5000        4982.3439          31.55685967        -213.57879975        5742.35526715
        50          25.0000        5171.1937          32.75298465        -214.44108433        4297.11072138
        51          25.5000        5325.7284          33.73176720        -215.35534546        3246.21636557
        52          26.0000        5530.4760          35.02858480        -216.10568525        4163.78199433
        53          26.5000        5479.8481          34.70792073        -216.57529423        4298.42763534
        54          27.0000        5440.5161          34.45880227        -216.63172058        5395.98202019
        55          27.5000        5375.2603          34.04548932        -216.35201481        7805.75513186
        56          28.0000        5312.9873          33.65106861        -216.07251260       10118.43860615
        57          28.5000        5260.4172          33.31810340        -215.78130371       11078.96795273
        58          29.0000        5255.8831          33.28938543        -215.37682964       11001.58943720
        59          29.5000        5216.8637          33.04224662        -215.19183359        6985.49639006
        60          30.0000        5181.0964          32.81570594        -215.25044798         462.32307204
        61          30.5000        5168.6763          32.73704010        -214.95985981       -5308.76254306
        62          31.0000        4994.6878          31.63504289        -214.23105863      -11254.04290024
        63          31.5000        4805.7577          30.43840897        -213.30521830      -15373.50571989
        64          32.0000        4674.7688          29.60875958        -212.38990487      -17644.29315779
