#     Step             Time      Temperature                E_kin                     E_pot             Pressure
         0           0.0000        5919.3103          37.49135903        -208.08554774       21071.70380574
         1           0.5000        5796.4674          36.71330444        -207.62998788       26236.73050486
         2           1.0000        5783.4205          36.63066909        -207.67984747       31631.24980413
         3           1.5000        5937.9504          37.60942044        -208.46749652       34858.90563307
         4           2.0000        6145.1873          38.92200515        -209.49304374       35926.74093036
         5           2.5000        6306.4330          39.94329280        -210.20326089       34157.07309309
         6           3.0000        6315.4820          40.00060717        -210.65977417       31885.42777196
         7           3.5000        6366.2637          40.32224505        -211.37992599       28683.12639270
         8           4.0000        6548.0822          41.47383552        -212.38607036       27422.00432122
         9           4.5000        6574.5601          41.64153960        -213.28389299       25980.79078826
        10           5.0000        6552.7950          41.50368542        -213.55125620       22144.86599634
        11           5.5000        6464.2343          40.94276490        -212.96962691       20071.48676901
        12           6.0000        6303.8441          39.92689557        -211.83932896       19856.78192623
        13           6.5000        6120.3634          38.76477657        -211.02541129       18668.82618699
        14           7.0000        6012.1434          38.07933948        -211.29201445       16307.83233118
        15           7.5000        6187.2908          39.18867744        -212.32614406       14540.11817137
        16           8.0000        6349.6285          40.21688181        -213.17563013       12592.09790487
        17           8.5000        6374.1214          40.37201355        -213.47313897       10862.82618691
        18           9.0000        6332.0322          40.10543140        -213.38114000       11523.06658650
        19           9.5000        6165.2600          39.04913983        -212.91328754       13389.66077987
        20          10.0000        6039.0787          38.24994102        -212.18917682       17968.81429891
        21          10.5000        5924.4221          37.52373599        -211.75951885       20419.70805062
        22          11.0000        5776.2123          36.58501381        -211.42140631       20314.15391752
        23          11.5000        5690.0827          36.03949197        -211.10245499       20348.01404723
        24          12.0000        5613.3945          35.55376847        -211.26820065       20182.52180799
        25          12.5000        5624.8497          35.62632287        -211.41163039       17080.76435417
        26          13.0000        5692.5658          36.05521875        -211.24577319       14153.94430598
        27          13.5000        5727.6510          36.27743967        -210.92369215       11132.73184443
        28          14.0000        5682.3570          35.99055918        -210.61686338        8489.72030003
        29          14.5000        5644.8620          35.75307537        -210.37535264        7155.81360226
        30          15.0000        5565.9482          35.25325630        -210.19175464        6868.51167600
        31          15.5000        5531.7474          35.03663772        -210.17412744        6163.23640900
