#     Step             Time      Temperature                E_kin                     E_pot             Pressure
         0           0.0000     8332186.0902       52773.88175016          63.81879646    56817338.28767136
         1           0.5000     8432343.6237       53408.25330333         -73.56564950    57311680.61629351
         2           1.0000     8420258.3648       53331.70844242         -59.16775073    57200096.70343097
         3           1.5000     8341740.8736       52834.39924314         -26.57775807    56637443.93237401
         4           2.0000     8276924.3254       52423.86822343         -67.91514179    56189712.99000879
         5           2.5000     8279556.4305       52440.53928696        -128.31329358    56106967.67216542
         6           3.0000     8233789.8318       52150.66565173         -78.74281523    55898986.30553797
         7           3.5000     8202726.1763       51953.91660368         -70.03908860    55744302.87303343
         8           4.0000     8133902.2290       51518.00376940          -4.05807110    55427748.61835851
         9           4.5000     8244373.6394       52217.70071406         457.52039862    56513454.16507367
        10           5.0000     8529801.1085       54025.52345571          60.41164104    58110925.89193051
        11           5.5000     8557948.9133       54203.80427024        -140.17285887    58021703.49142779
        12           6.0000     8477806.0031       53696.20009301         -75.98926274    57566645.87029888
        13           6.5000     8411838.5615       53278.37961619        -157.35234567    56977719.94317049
        14           7.0000     8351564.8761       52896.62189852        -127.93029303    56590334.00723647
        15           7.5000     8298186.8346       52558.53938112        -137.05554086    56240059.01684542
        16           8.0000     8266114.6355       52355.40248222        -140.05340465    56032631.18871475
        17           8.5000     8231633.8650       52137.01032399        -144.24034000    55714140.11859073
        18           9.0000     8198340.5533       51926.13921809        -115.09719209    55604926.26180839
        19           9.5000     8177021.2463       51791.10831764          15.07412483    55609530.29887652
        20          10.0000     8105687.3412       51339.29806896         116.67793029    55172192.10482249
        21          10.5000     8090148.8898       51240.88159200         -79.80525191    54987926.27742325
        22          11.0000     7944380.7484       50317.62440943         181.89652575    54275145.06907789
        23          11.5000     7855408.2731       49754.09608206         -10.36443354    53371414.33924025
        24          12.0000     7859189.2465       49778.04377577        -126.88191416    53213457.50348554
        25          12.5000     7823991.6339       49555.11132745        -125.49568555    52952395.93037814
        26          13.0000     7789675.6540       49337.76290983        -129.09540514    52741689.36638450
        27          13.5000     7854522.0203       49748.48278923          48.99771936    53393493.34656198
        28          14.0000     7910102.4781       50100.51483416          16.85247622    53661401.67964756
        29          14.5000     7866582.4682       49824.87050332        -147.69179031    53311398.31988672
        30          15.0000     7852822.8597       49737.72075173          20.63134923    53600519.70020525
        31          15.5000     7869447.1853       49843.01487077         -69.00721993    53474474.25555070
        32          16.0000     7914351.6310       50127.42785456          -0.51059452    53729158.54271626
        33          16.5000     7975313.4912       50513.54429064         -59.29320534    54195402.96199439
        34          17.0000     7883704.1998       49933.31506186          -0.17452045    53714543.07137694
        35          17.5000     7789969.9054       49339.62662100         -40.08210771    52966879.43967854
        36          18.0000     7766857.4840       49193.23860427         130.39901795    52973996.55551948
        37          18.5000     7803088.0978       49422.71381178         -94.80549367    52986519.38412187
        38          19.0000     7778814.5833       49268.97173612        -148.23451880    52672077.42704923
        39          19.5000     7740323.8965       49025.18181912        -136.95111640    52360652.34651413
        40          20.0000     7656849.2357       48496.47520701          -3.42580432    52066177.27181542
        41          20.5000     7627459.5919       48310.32891027          89.42114845    51746051.16045580
        42          21.0000     7666595.8615       48558.20777887        -123.52740023    51940447.45526620
        43          21.5000     7627418.1233       48310.06625896        -142.43167419    51662390.67243092
        44          22.0000     7579426.8127       48006.10188246        -134.54217056    51332714.61610741
        45          22.5000     7559528.2216       47880.06942412          25.80003068    51293830.82735355
        46          23.0000     7611711.4272       48210.58416470        -150.47619096    51546483.20370416
        47          23.5000     7562537.2272       47899.12767655         -65.80220698    51367912.60679045
        48          24.0000     7523349.7591       47650.92452969         -81.42682085    51182031.52967855
        49          24.5000     7515461.0368       47600.95943131        -123.76224043    50940795.39163685
        50          25.0000     7520802.1063       47634.78836513        -138.55276383    50891916.62621906
        51          25.5000     7464087.3236       47275.57180400         -94.87568484    50601218.56681165
        52          26.0000     7413791.1381       46957.00895429        -118.13179669    50227487.92006657
        53          26.5000     7373922.9297       46704.49417658         -63.41564590    50114088.44505901
        54          27.0000     7341547.5326       46499.43690138        -121.71996676    49762025.83630969
        55          27.5000     7303261.0544       46256.94038812         -82.12743766    49576061.37930827
        56          28.0000     7289193.9835       46167.84324961         -86.91056065    49532494.43656570
        57          28.5000     7240435.2275       45859.01807552         -20.97190627    49229257.42451204
        58          29.0000     7231880.6084       45804.83536124         -43.31706899    49136533.26508387
        59          29.5000     7278354.4886       46099.18873157         -30.77914988    49436353.51016891
        60          30.0000     7301166.5901       46243.67460025        -123.51822848    49506237.24575604
        61          30.5000     7268227.8544       46035.04928589        -132.35377308    49246808.71506885
        62          31.0000     7228585.7802       45783.96678334         -87.50230575    49094862.87078821
        63          31.5000     7194922.9316       45570.75512798        -127.74266219    48718922.86801506
        64          32.0000     7182996.7042       45495.21753061        -117.40319893    48707754.18066540
        65          32.5000     7161351.6602       45358.12349794        -108.70838644    48585018.93842956
        66          33.0000     7195755.1918       45576.02644588          64.62427238    49085333.16905125
        67          33.5000     7269060.3429       46040.32205007        -141.58937531    49293694.00001394
        68          34.0000     7236849.4357       45836.30661036         -25.96107690    49236372.12386434
        69          34.5000     7223437.9410       45751.36171952        -109.33984298    48993033.55770244
        70          35.0000     7184621.9504       45505.51141372         -40.61711839    48898786.22188140
        71          35.5000     7102738.1035       44986.88060016         106.33061453    48536878.34925313
        72          36.0000     7119422.1959       45092.55326634          38.54647600    48567821.88510463
        73          36.5000     7139988.1784       45222.81280660         -51.95000174    48600512.86756334
        74          37.0000     7109509.6264       45029.76965063         -49.20979540    48337767.45869883
        75          37.5000     7079229.4195       44837.98276040         -93.19523027    48051945.34330271
        76          38.0000     7070107.9310       44780.20964422         -68.59798572    48041519.48743542
        77          38.5000     7087989.8337       44893.46892663        -102.16489549    48029812.03609789
        78          39.0000     6887067.9598       43620.88246505         512.58491629    46888367.50422346
        79          39.5000     6764959.6180       42847.48024847         -93.12552850    45815789.53346956
        80          40.0000     6727234.4819       42608.53912900         -96.60073306    45693542.58138706
        81          40.5000     6703363.9966       42457.34973455        -101.97173785    45567874.42152047
        82          41.0000     6717580.7368       42547.39483906         163.12660311    45705720.13284761
        83          41.5000     6790214.6993       43007.43931051        -121.04223175    46046528.06527329
        84          42.0000     6801800.3390       43080.81971464         -62.27826243    46173045.24683710
        85          42.5000     6877130.5809       43557.94171276        -148.87378947    46615292.30990788
        86          43.0000     6791182.9342       43013.57185661         -21.97200682    46116891.84610067
        87          43.5000     6756251.0312       42792.32234314        -142.59486596    45736240.05248526
        88          44.0000     6706397.9299       42476.56587264         -96.49274909    45447807.38977467
        89          44.5000     6644202.5429       42082.63660070         -53.52299544    45132100.14293417
        90          45.0000     6615695.7471       41902.08203141          75.87526579    45125976.75616231
        91          45.5000     6614945.6384       41897.33103991         -64.58076512    44979321.64038111
        92          46.0000     6593724.8428       41762.92408522        -114.91760209    44693441.77234006
        93          46.5000     6563108.4795       41569.00806858        -138.98159345    44443991.31025153
        94          47.0000     6642184.9769       42069.85786663          62.85317514    45020191.09809837
        95          47.5000     6778518.5291       42933.35883589        -118.01472378    45897422.24761858
        96          48.0000     6743166.1660       42709.44623814        -127.95564019    45668815.99934746
        97          48.5000     6700497.4148       42439.19355737        -125.29377536    45359913.57800784
        98          49.0000     6608840.9405       41858.66548420        -100.53833069    44774459.11482446
        99          49.5000     6545463.8278       41457.25147127         -42.17456468    44445342.65238566
       100          50.0000     6515859.1362       41269.74311807         -84.47664656    44194587.33193101
       101          50.5000     6467293.1645       40962.13898905        -129.37761439    43779085.08645140
       102          51.0000     6434881.8338       40756.85411948        -101.59992105    43672869.98663723
       103          51.5000     6412500.0673       40615.09387982         -46.90673578    43574175.30611970
       104          52.0000     6420904.0119       40668.32226120         -95.66548857    43562751.32571358
       105          52.5000     6385354.4980       40443.16096179        -114.58711987    43268616.80059068
       106          53.0000     6321279.6897       40037.32792859        -135.03571930    42797258.27030191
       107          53.5000     6285055.9703       39807.89638870        -122.70303171    42594020.16841120
       108          54.0000     6234270.4871       39486.23445592         -64.29759065    42311256.39237767
       109          54.5000     6100074.5310       38636.27245980         188.51663816    41624491.66240719
       110          55.0000     6043074.0391       38275.24629154         -93.27375412    41006785.11881526
       111          55.5000     6083277.9957       38529.88760992         -52.15037251    41286313.58497360
       112          56.0000     6150064.5526       38952.89614773        -128.79575209    41621777.71540389
       113          56.5000     6123849.9471       38786.85971107        -131.80266301    41453426.31874008
       114          57.0000     6093743.3204       38596.17223206        -134.95311335    41242981.43767766
       115          57.5000     6136866.8191       38869.30516479         107.13900609    41679783.32343407
       116          58.0000     6280604.4596       39779.70168727        -121.44836657    42530879.17933329
       117          58.5000     6245460.4555       39557.10878146        -132.66195463    42263143.20611893
       118          59.0000     6211675.6908       39343.12494114        -135.97270392    42007856.07848356
