#     Step             Time      Temperature                E_kin                     E_pot             Pressure
         0           0.0000     7833120.0943       49612.92860186        -132.23214363    53069446.17753397
         1           0.5000     7801540.7446       49412.91328200        -142.62409983    52823298.85145932
         2           1.0000     7745329.5081       49056.88605012        -115.03736260    52565040.35576595
         3           1.5000     7693110.9181       48726.14719468        -155.94502759    52117088.06640933
         4           2.0000     7657258.8021       48499.06929343        -149.06913424    51897537.42869458
         5           2.5000     7609873.6552       48198.94419843        -107.12321669    51683835.64202983
         6           3.0000     7550868.4063       47825.22042478           4.31517122    51385689.14215265
         7           3.5000     7526640.5001       47671.76722069        -114.68309606    51063355.98218666
         8           4.0000     7446067.8873       47161.44141945          -1.95929482    50668567.32088418
         9           4.5000     7403637.7929       46892.70032768        -148.19469026    50133809.57911548
        10           5.0000     7369936.2370       46679.24351072        -138.89172803    49947735.97247426
        11           5.5000     7326494.5235       46404.09508866         -92.62845677    49701682.86837765
        12           6.0000     7284469.1177       46137.91718862        -122.50214656    49347921.94330036
        13           6.5000     7246812.1941       45899.40810932        -128.35510642    49085248.46386179
        14           7.0000     7223008.3894       45748.64105265        -121.74825100    48942333.79573295
        15           7.5000     7183583.4338       45498.93372241         -98.04104245    48701696.77418743
        16           8.0000     7129926.7775       45159.08653186        -119.84275040    48235404.70068693
        17           8.5000     7084934.6948       44874.11847807        -116.96626198    47972241.82633658
        18           9.0000     7047274.2548       44635.58712674          -3.92399970    47806170.37622672
        19           9.5000     7112624.6355       45049.49930144         -96.45596761    48222704.29067855
        20          10.0000     7116366.2464       45073.19768331        -137.79039874    48186676.06420059
        21          10.5000     7082965.9841       44861.64918036        -140.33497397    47969712.00489391
        22          11.0000     7042570.9532       44605.79764755        -135.20388121    47708313.88094521
        23          11.5000     6998639.5532       44327.54767999         -53.54199078    47493898.87900873
        24          12.0000     6994829.4625       44303.41556453        -116.90383581    47351662.19910853
        25          12.5000     6977556.2239       44194.01140137        -126.10739419    47244556.46190029
        26          13.0000     6961359.4670       44091.42539029        -134.83180174    47144095.36618022
        27          13.5000     6933040.9665       43912.06343364        -142.44694257    46934442.87690691
        28          14.0000     6895569.1112       43674.72652896        -136.64693290    46676402.74787492
        29          14.5000     6861517.6116       43459.05325981        -136.30693252    46461466.12895468
        30          15.0000     6813918.6480       43157.57390598        -124.89224445    46151524.25060596
        31          15.5000     6771684.2343       42890.07220486        -135.11125104    45837265.86640748
        32          16.0000     6740415.6808       42692.02538643        -133.16144955    45708715.70275767
        33          16.5000     6717248.2569       42545.28899881          12.37765242    45710642.65365190
        34          17.0000     6740750.3814       42694.14529197         -88.21014918    45714119.45768557
        35          17.5000     6718219.1929       42551.43865285         -64.58800119    45602522.32993743
        36          18.0000     6650515.3666       42122.62037056        -133.78640368    45045541.61988138
        37          18.5000     6611581.5156       41876.02356836        -139.18599474    44757595.47154276
        38          19.0000     6581890.8070       41687.97040577        -138.02327689    44590993.76442741
        39          19.5000     6554804.2264       41516.41110675        -114.86737945    44411214.36887207
        40          20.0000     6515851.4351       41269.69434170         -76.38866068    44288065.30650755
        41          20.5000     6472110.1472       40992.64849404        -126.87503300    43883371.05847643
        42          21.0000     6471427.5855       40988.32532715         -22.43764740    43981381.10512611
        43          21.5000     6475962.5450       41017.04857133        -148.96153385    43846094.78345738
        44          22.0000     6420269.1754       40664.30137285         -11.27943657    43609940.74917603
        45          22.5000     6436705.8798       40768.40714868        -140.38468550    43575536.56194347
        46          23.0000     6402703.5245       40553.04514634        -137.20020575    43362383.17876591
        47          23.5000     6362846.9302       40300.60392995         -65.46655390    43249832.11614183
        48          24.0000     6351334.8561       40227.68947143         -90.12903530    43105537.15037739
        49          24.5000     6340093.4407       40156.48929400        -135.61630356    42925910.58771805
        50          25.0000     6324026.2314       40054.72380323         -79.34960592    42840187.15233767
        51          25.5000     6318421.2982       40019.22362606        -127.67231146    42763257.80905238
        52          26.0000     6276448.6381       39753.37980360        -109.10638546    42526567.25564010
        53          26.5000     6223190.0603       39416.05393788         -73.64539389    42298357.50248479
        54          27.0000     6200152.3393       39270.13905398         -81.76954464    42068468.02821502
        55          27.5000     6178343.1162       39132.00515414          25.82455937    42015787.21595493
        56          28.0000     6184084.8604       39168.37185604         -77.60723602    41965909.71535402
        57          28.5000     6180587.6099       39146.22118856        -111.55719813    41850011.04204341
        58          29.0000     6183432.1238       39164.23759415         -93.52847649    41930177.88517368
        59          29.5000     6162923.0482       39034.33848700        -139.75819831    41698492.89709423
        60          30.0000     6146437.2311       38929.92164467        -128.94060058    41633842.37149992
        61          30.5000     6108603.4632       38690.29247985         -78.84333280    41477620.85259560
        62          31.0000     6075127.8135       38478.26649290        -141.83008453    41162571.74173181
        63          31.5000     6047855.5489       38305.53112029        -107.73656996    41088838.67063063
        64          32.0000     6025856.5579       38166.19528020        -147.73877394    40837435.99893514
        65          32.5000     6001550.9796       38012.25012086         -88.36227857    40732492.22159360
        66          33.0000     5978428.0055       37865.79526674         -95.13954641    40535154.48447113
        67          33.5000     5949082.4290       37679.92808033        -109.41108089    40364671.06493126
        68          34.0000     5908896.0804       37425.39828656         -80.85387753    40147687.13003477
        69          34.5000     5870661.6061       37183.23115249         -89.36800426    39833413.74378729
        70          35.0000     5841701.2653       36999.80394802         -44.70103455    39764065.83259302
        71          35.5000     5856184.3692       37091.53613033           2.57577604    39934871.00005116
        72          36.0000     5883333.9133       37263.49422337         -64.83456878    40041933.17846828
        73          36.5000     5866526.4204       37157.03997044        -128.90958193    39800371.21940712
        74          37.0000     5835911.0241       36963.13007868        -138.63614005    39558486.41378965
        75          37.5000     5802771.2889       36753.23168635        -138.34634627    39272394.94975448
        76          38.0000     5764828.3596       36512.91112140        -112.07241603    39143032.03177499
        77          38.5000     5731132.2924       36299.48906841        -132.23508302    38853269.69666124
        78          39.0000     5699493.0471       36099.09438484         -98.45064653    38706665.30172303
        79          39.5000     5652353.6593       35800.52586394        -113.57561309    38377698.03029179
        80          40.0000     5609680.6779       35530.24638987        -131.00461477    38063364.05921757
        81          40.5000     5582368.0764       35357.25553408        -111.31118036    37861768.06358963
        82          41.0000     5560575.4699       35219.22687920        -144.37812665    37682957.84389306
        83          41.5000     5542965.3436       35107.68895717        -111.54171098    37541592.85330428
        84          42.0000     5545604.6801       35124.40582257        -131.39567871    37616072.03535730
        85          42.5000     5516775.3559       34941.80844290         -83.38052219    37560329.81781547
        86          43.0000     5583066.1488       35361.67694193         577.79930984    38132521.02331883
        87          43.5000     5788392.8572       36662.16247043        -161.98214259    39173876.56496354
        88          44.0000     5712555.2075       36181.82668352         -16.95227578    38891563.98443098
        89          44.5000     5666261.4686       35888.61428125        -124.78698007    38405141.03322136
        90          45.0000     5613847.5328       35556.63815620         -34.59449250    38266685.62711485
        91          45.5000     5561587.2683       35225.63534535         -18.06549863    37906286.13859529
        92          46.0000     5545818.1619       35125.75796006        -113.31101733    37600557.56858367
        93          46.5000     5521275.3134       34970.30999401        -135.69153916    37360145.94771384
        94          47.0000     5495958.7365       34809.96143450        -145.06219528    37180326.00000864
        95          47.5000     5472150.4752       34659.16615075         -72.92135622    37146667.14564300
        96          48.0000     5468097.5299       34633.49585822        -158.22982431    37006002.27734235
        97          48.5000     5462271.4659       34596.59509634        -131.76069023    37027476.76808073
        98          49.0000     5410542.3370       34268.95635867         -22.26673687    36764726.30424272
        99          49.5000     5392436.3649       34154.27787968        -130.20481964    36600660.84276689
       100          50.0000     5337558.9079       33806.69845748         125.25192614    36351643.23325615
       101          50.5000     5359447.4408       33945.33468490         -43.94263979    36534664.89464509
       102          51.0000     5351793.8089       33896.85858716        -104.30722880    36401885.98585125
       103          51.5000     5315466.5766       33666.77142436         -94.92687900    36125504.03847416
       104          52.0000     5295677.5001       33541.43260257         -69.52600126    36100731.19316858
       105          52.5000     5270416.2277       33381.43432757        -113.97526166    35802492.62045608
       106          53.0000     5231309.8629       33133.74486804        -140.98929301    35475204.28446946
       107          53.5000     5208128.6134       32986.92091219         -66.72565650    35406407.52750757
       108          54.0000     5183826.5546       32832.99804465        -116.38290660    35185199.50232060
       109          54.5000     5063159.3301       32068.72348702          98.09805364    34464058.03377549
       110          55.0000     5038813.3482       31914.52242222        -137.40748801    34167125.97146311
       111          55.5000     5043749.5416       31945.78697657        -126.40910825    34206078.32912853
       112          56.0000     5027679.8041       31844.00547344        -136.75639671    34120946.63681555
       113          56.5000     4994158.0029       31631.68717499         -41.11273002    34075000.92822257
       114          57.0000     4964046.4847       31440.96871487         -75.83363597    33830619.03750084
       115          57.5000     4929767.4662       31223.85440063          30.46364483    33767199.01213157
       116          58.0000     4924510.9136       31190.56077471         -14.29783515    33589966.46078518
       117          58.5000     4915912.7889       31136.10250769        -120.61258483    33310927.70676725
       118          59.0000     4845803.9430       30692.05146197        -110.32183266    32811258.17663130
