#     Step             Time      Temperature                E_kin                     E_pot             Pressure
         0           0.0000        5743.5181          36.37793759        -207.29601152          67.86217611
         1           0.5000        5754.3468          36.44652387        -207.72040895        1027.36034661
         2           1.0000        5786.9560          36.65306177        -208.10987137        2573.91084448
         3           1.5000        5813.2207          36.81941529        -208.09539027        4920.88172621
         4           2.0000        5709.6120          36.16318523        -207.09701751        8614.29739851
         5           2.5000        5638.1960          35.71085489        -206.14657789       12339.37146287
         6           3.0000        5736.1196          36.33107755        -207.39868082       13026.94982640
         7           3.5000        5852.4676          37.06799511        -208.50595679       12983.17729120
         8           4.0000        5904.2908          37.39622969        -208.62823638       14925.09715877
         9           4.5000        5729.6983          36.29040649        -208.10082737       15918.33457559
        10           5.0000        5583.4804          35.36430095        -207.49635128       16756.51848366
        11           5.5000        5517.7317          34.94786545        -207.05812995       17013.32771049
        12           6.0000        5473.8579          34.66998068        -206.69283805       18405.70328451
        13           6.5000        5386.7712          34.11839606        -206.49200630       17896.39375957
        14           7.0000        5266.9065          33.35920486        -206.58691161       16656.22339669
        15           7.5000        5363.6769          33.97212313        -207.04727683       16248.00934124
        16           8.0000        5511.2860          34.90704030        -207.80506868       16878.75906817
        17           8.5000        5601.8263          35.48049892        -208.54237199       17248.49720869
        18           9.0000        5623.9546          35.62065366        -208.84962919       18157.55911235
        19           9.5000        5520.6425          34.96630213        -208.64503756       20326.97886490
        20          10.0000        5564.2445          35.24246541        -209.01750975       24084.10141650
        21          10.5000        5679.1430          35.97020236        -210.06459820       26839.53561209
        22          11.0000        5715.2203          36.19870668        -210.86055142       29317.12450951
        23          11.5000        5761.7345          36.49331514        -211.44221063       32294.84435319
        24          12.0000        5703.7399          36.12599264        -211.72982901       33279.85300369
        25          12.5000        5586.9133          35.38604387        -211.13287175       34998.94756892
        26          13.0000        5401.7353          34.21317501        -209.16074626       38923.81500725
        27          13.5000        5437.4134          34.43915032        -208.92659494       40833.78976226
        28          14.0000        5587.3641          35.38889900        -209.98798117       39028.93851493
        29          14.5000        5603.1406          35.48882325        -209.99653473       37148.45095687
        30          15.0000        5521.2492          34.97014488        -209.74882469       34880.88553501
        31          15.5000        5521.5883          34.97229249        -209.94778609       32683.34831626
        32          16.0000        5618.0076          35.58298713        -210.63101092       31143.59501179
        33          16.5000        5740.6439          36.35973317        -211.31677551       29769.70499084
        34          17.0000        5791.1194          36.67943144        -211.67589308       29644.38936783
        35          17.5000        5693.0538          36.05830975        -211.62501244       29556.36601911
        36          18.0000        5661.9243          35.86114392        -211.49541264       29411.11126912
        37          18.5000        5684.8411          36.00629259        -211.38210314       30598.03206791
        38          19.0000        5559.4438          35.21205907        -210.54015806       31871.93239945
        39          19.5000        5425.6481          34.36463250        -209.74625763       31977.08856054
        40          20.0000        5458.7287          34.57415630        -210.69053566       30289.49711637
        41          20.5000        5705.6890          36.13833776        -211.74302729       29650.19297616
        42          21.0000        5769.4546          36.54221239        -212.11228109       29016.89476615
        43          21.5000        5679.7737          35.97419752        -211.93028403       28773.83065005
        44          22.0000        5536.2366          35.06507109        -211.51887049       29819.42664215
        45          22.5000        5479.7232          34.70712958        -211.31122344       31768.66520318
        46          23.0000        5500.6077          34.83940654        -211.52588851       32150.55866868
        47          23.5000        5551.0310          35.15877451        -211.64066290       31886.42555941
        48          24.0000        5597.4071          35.45250908        -210.94537525       32715.44144345
        49          24.5000        5672.5819          35.92864652        -211.32149630       30579.96006107
        50          25.0000        5932.8331          37.57700924        -212.67436509       26673.32548164
        51          25.5000        6077.5839          38.49382281        -213.51955671       24088.91097822
        52          26.0000        6209.6306          39.33017194        -213.77820271       22105.90905798
        53          26.5000        6041.0332          38.26232041        -213.53607760       19485.43375308
        54          27.0000        5890.6831          37.31004186        -212.92114389       17314.22540697
        55          27.5000        5696.4653          36.07991766        -211.88059733       15098.09051770
        56          28.0000        5473.8883          34.67017322        -210.51656486       13651.75161281
        57          28.5000        5403.6613          34.22537344        -210.06600522       10564.91322101
        58          29.0000        5564.4303          35.24364251        -210.85843998        5530.91694040
        59          29.5000        5612.7668          35.54979280        -211.22361930       -1237.44368452
        60          30.0000        5552.5597          35.16845731        -211.06433449       -8153.66508937
        61          30.5000        5537.3298          35.07199469        -210.75432245      -13393.25445066
        62          31.0000        5403.9849          34.22742346        -210.32064934      -18510.34409662
        63          31.5000        5274.1807          33.40527751        -209.80206019      -23235.51938508
        64          32.0000        5202.5099          32.95133335        -209.28197169      -26236.20098125
        65          32.5000        5103.5029          32.32424908        -208.80749696      -27491.75574196
        66          33.0000        4899.1416          31.02987851        -208.42273748      -28462.14935294
