#     Step             Time      Temperature                E_kin                     E_pot             Pressure
         0           0.0000        6353.5966          40.24201505        -220.55702484      -16136.95023372
         1           0.5000        6417.5291          40.64694670        -221.35765633      -15325.34073349
         2           1.0000        6419.4140          40.65888480        -221.54546427      -13581.80459752
         3           1.5000        6407.1774          40.58138123        -221.21552975      -10439.34764111
         4           2.0000        6382.3482          40.42412010        -220.71808248       -7571.68127609
         5           2.5000        6372.4872          40.36166283        -220.34975080       -4654.72747553
         6           3.0000        6292.0393          39.85212726        -220.28355021       -4278.71581552
         7           3.5000        6294.0269          39.86471562        -220.69001949       -4574.19305270
         8           4.0000        6452.4954          40.86841390        -221.53273422       -4152.65705770
         9           4.5000        6502.0988          41.18258904        -222.53712353       -4292.55551151
        10           5.0000        6583.5746          41.69863480        -223.44627182       -2920.14700739
        11           5.5000        6687.0039          42.35372938        -224.10370027        -408.79040253
        12           6.0000        6744.1601          42.71574156        -224.40114124        2260.78461259
        13           6.5000        6680.1310          42.31019832        -224.41714254        4229.95072865
        14           7.0000        6528.4997          41.34980495        -224.42158388        5823.94977541
        15           7.5000        6597.4655          41.78661662        -224.74484601        9597.82560643
        16           8.0000        6695.7809          42.40932056        -225.18612718       12868.63715206
        17           8.5000        6713.3825          42.52080446        -225.48394164       16434.44924011
        18           9.0000        6697.8898          42.42267782        -225.55912361       18646.49399060
        19           9.5000        6592.9036          41.75772265        -225.50590758       21835.87268954
        20          10.0000        6530.5439          41.36275238        -225.24766148       24899.43232639
        21          10.5000        6410.4446          40.60207522        -224.77181000       25980.97745368
        22          11.0000        6220.5526          39.39934908        -224.18610757       26014.25376585
        23          11.5000        6098.0175          38.62324384        -223.69316901       24363.67837786
        24          12.0000        5968.9146          37.80553955        -223.51674479       20854.66816266
        25          12.5000        5966.2614          37.78873514        -223.58515099       17845.08827802
        26          13.0000        6066.4640          38.42339203        -223.63787462       16791.96085860
        27          13.5000        6126.3690          38.80281467        -223.48446869       16816.95403999
        28          14.0000        6069.9075          38.44520269        -223.11085036       15253.63513562
        29          14.5000        6004.6836          38.03209158        -222.68146160       13790.03174529
        30          15.0000        5913.1063          37.45206488        -222.44799934       13671.06658949
        31          15.5000        5870.3552          37.18129021        -222.41876356       15499.32351404
        32          16.0000        5842.2326          37.00316933        -222.30584472       19257.69985428
        33          16.5000        5800.4028          36.73823035        -221.93100995       23187.41705513
        34          17.0000        5697.9569          36.08936504        -221.32321357       26911.95815053
        35          17.5000        5471.3199          34.65390537        -220.44950614       29512.23428108
