#     Step             Time      Temperature                E_kin                     E_pot             Pressure
         0           0.0000        6298.0247          39.89003684        -218.38139883       30787.65928774
         1           0.5000        6298.2326          39.89135340        -218.76449837       33563.22691827
         2           1.0000        6347.3001          40.20213412        -219.27429648       37278.25423129
         3           1.5000        6436.9735          40.77010194        -219.61464707       40996.37258037
         4           2.0000        6515.7365          41.26896631        -219.76911381       44951.97313632
         5           2.5000        6583.6175          41.69890659        -219.90843183       46878.34014119
         6           3.0000        6490.2716          41.10767846        -219.82280052       46292.17018954
         7           3.5000        6311.2769          39.97397257        -219.09601040       47793.74457756
         8           4.0000        6151.5933          38.96257893        -217.82144021       49500.69702397
         9           4.5000        5965.0952          37.78134892        -217.27220894       48886.22956577
        10           5.0000        5940.1767          37.62352159        -217.55779997       45660.91352488
        11           5.5000        5927.4129          37.54267881        -217.43843063       43189.79463783
        12           6.0000        5861.1912          37.12324808        -216.91098943       40692.88709348
        13           6.5000        5724.4749          36.25732270        -216.41754692       38421.11205358
        14           7.0000        5541.0472          35.09553969        -216.14944585       36796.78322073
        15           7.5000        5561.8942          35.22757960        -216.12993576       37047.99157159
        16           8.0000        5632.4228          35.67428897        -216.37280129       37205.49440894
        17           8.5000        5702.3658          36.11728973        -216.94662823       36462.92870444
        18           9.0000        5829.2184          36.92074101        -217.90283756       34008.02065054
        19           9.5000        5920.8932          37.50138497        -219.08811538       29646.96519635
        20          10.0000        6021.8211          38.14063563        -219.87786350       27722.51933405
        21          10.5000        5978.7313          37.86771600        -219.86209618       26511.96162972
        22          11.0000        5794.1563          36.69866651        -219.23936124       24793.58905723
        23          11.5000        5659.3043          35.84454948        -218.65676815       22771.07280100
        24          12.0000        5497.5153          34.81982040        -218.24992511       19443.84489654
        25          12.5000        5415.9978          34.30350955        -217.78021574       17684.89375836
        26          13.0000        5426.6716          34.37111500        -217.27354754       15619.24215186
        27          13.5000        5424.4443          34.35700794        -216.73550799       13594.36584779
        28          14.0000        5343.4265          33.84386193        -216.18599279       10896.58887812
        29          14.5000        5274.4387          33.40691152        -215.73075219        6921.90673202
        30          15.0000        5178.2714          32.79781288        -215.42204819        4261.03518047
        31          15.5000        5125.4848          32.46347648        -215.27298811        1772.85432987
        32          16.0000        5121.4347          32.43782442        -215.27337077       -1347.24764066
        33          16.5000        5158.5122          32.67266330        -215.39830264       -2364.31199033
        34          17.0000        5184.4719          32.83708518        -215.57407389       -2877.72847111
        35          17.5000        5141.2839          32.56354419        -215.83472434       -1256.07821690
        36          18.0000        5219.6858          33.06012114        -216.39959209        1424.42404854
        37          18.5000        5391.8016          34.15025772        -217.19027297        4290.19323006
        38          19.0000        5489.9786          34.77208492        -217.79201213        7281.89650367
        39          19.5000        5495.7966          34.80893447        -218.02483366       11287.99006951
        40          20.0000        5412.2474          34.27975607        -218.05895980       16019.67990447
        41          20.5000        5522.8642          34.98037349        -218.25316216       18943.71106954
        42          21.0000        5539.9911          35.08885071        -218.36905219       20872.39359127
        43          21.5000        5392.5603          34.15506261        -217.87965417       22331.34391583
        44          22.0000        5089.0643          32.23279888        -216.41150199       22223.15997222
        45          22.5000        4801.4490          30.41111882        -214.64119717       23071.84754295
        46          23.0000        4703.3300          29.78965857        -214.02259380       21715.19750229
        47          23.5000        4848.2854          30.70776805        -214.76490752       18965.02582141
        48          24.0000        5083.3406          32.19654608        -215.42279051       16513.94159166
        49          24.5000        5166.2086          32.72141071        -215.79351051       14301.12872868
        50          25.0000        5260.5204          33.31875668        -216.02850743       12791.57157315
        51          25.5000        5269.1958          33.37370462        -216.00430836       10873.42861638
        52          26.0000        5321.4314          33.70455094        -215.78192031        9883.80125321
        53          26.5000        5152.9425          32.63738652        -215.46145872        9110.42167739
