#     Step             Time      Temperature                E_kin                     E_pot             Pressure
         0           0.0000     1460803.7408        9252.34782830        -156.31212035     9867486.70129099
         1           0.5000     1453490.2338        9206.02599316        -166.96859113     9789025.91114980
         2           1.0000     1443691.0224        9143.96035781        -169.02459281     9737133.83280887
         3           1.5000     1432853.5089        9075.31838922        -163.39433149     9663488.44420899
         4           2.0000     1424257.9013        9020.87606433        -159.86332608     9610175.18683608
         5           2.5000     1417353.1688        8977.14329924        -160.28247766     9556254.32495891
         6           3.0000     1406867.5014        8910.72983178        -146.43939017     9530051.92113039
         7           3.5000     1400983.1126        8873.45965619        -123.57982773     9508415.05168134
         8           4.0000     1403745.1576        8890.95372496        -158.59574964     9463234.51592544
         9           4.5000     1395286.5251        8837.37896473        -159.83712659     9387391.26443893
        10           5.0000     1387587.5623        8788.61575297        -155.43774088     9341880.36921454
        11           5.5000     1384827.2228        8771.13248691        -157.29727485     9337637.89230119
        12           6.0000     1381474.6052        8749.89788594        -153.11932015     9285935.17111672
        13           6.5000     1375267.4597        8710.58345398        -154.80942011     9268128.39982020
        14           7.0000     1367713.7935        8662.74051313        -154.42629181     9193575.55963869
        15           7.5000     1361221.6079        8621.62071205        -150.97282140     9140512.73897292
        16           8.0000     1355877.2424        8587.77090212        -158.27824410     9114621.79699724
        17           8.5000     1347710.7718        8536.04661909        -153.29004449     9047385.25978997
        18           9.0000     1339520.7837        8484.17338197        -150.56641369     9015852.92413182
        19           9.5000     1333191.3245        8444.08424733        -144.70340260     8998427.60208269
        20          10.0000     1314659.3705        8326.70771010        -143.44542537     8896886.00743662
        21          10.5000     1295624.5631        8206.14623173        -150.75623591     8745148.06328685
        22          11.0000     1289759.8265        8169.00052775        -155.47051788     8685141.45902703
        23          11.5000     1284589.5387        8136.25328079        -153.50864220     8650576.85428461
        24          12.0000     1279398.7815        8103.37638577        -151.14512762     8610191.36150964
        25          12.5000     1273479.1279        8065.88285261        -154.16256043     8583427.04469177
        26          13.0000     1267380.0222        8027.25271603        -159.94068290     8542964.10147403
        27          13.5000     1262466.2145        7996.12994661        -161.27526168     8508712.70430752
        28          14.0000     1256740.7966        7959.86665085        -163.21923264     8465681.82657874
        29          14.5000     1253068.1143        7936.60484462        -172.74952208     8446209.76113467
        30          15.0000     1256156.4352        7956.16545921        -160.83130590     8476469.38652403
        31          15.5000     1256212.9474        7956.52339287        -169.75925039     8474526.22653959
        32          16.0000     1249848.3444        7916.21166643        -171.94033375     8420236.84203349
        33          16.5000     1245365.9679        7887.82146912        -169.42807828     8366264.16710212
        34          17.0000     1240343.2357        7856.00880030        -167.11992732     8321081.69568339
        35          17.5000     1233050.7713        7809.82024291        -167.85312287     8266642.71340194
        36          18.0000     1226506.8606        7768.37282906        -163.24440567     8237787.59168515
        37          18.5000     1221119.7896        7734.25253353        -161.07033354     8206983.30572019
        38          19.0000     1214746.3920        7693.88510474        -166.82633442     8148183.20589069
        39          19.5000     1208657.3674        7655.31881979        -167.07453882     8111815.80480061
        40          20.0000     1201567.2359        7610.41178601        -170.62916171     8067861.62111010
        41          20.5000     1197222.8558        7582.89562175        -167.77478412     8043860.35933820
        42          21.0000     1184066.0892        7499.56411169        -107.49094226     8060710.59109282
        43          21.5000     1177050.3437        7455.12821998        -146.33738930     7995067.87105253
        44          22.0000     1165185.7340        7379.98089278        -107.78882519     7938964.66056249
        45          22.5000     1174947.9485        7441.81219979        -145.08682545     7959734.49370618
        46          23.0000     1171540.4191        7420.22980207        -134.11731507     7958196.66622991
        47          23.5000     1232963.3468        7809.26651932         -72.20426503     8450146.95226589
        48          24.0000     1320702.0466        8364.98043611        -158.42845648     8922992.70339123
        49          24.5000     1323633.2366        8383.54582466        -155.10395993     8920294.89167775
        50          25.0000     1316334.9196        8337.32019908        -162.86615682     8881645.21737022
        51          25.5000     1308777.3435        8289.45249374        -157.62689268     8831404.49344994
        52          26.0000     1303167.1965        8253.91929345        -154.32926038     8798683.25918208
        53          26.5000     1289444.6158        8167.00406631        -134.96728456     8756337.59254188
        54          27.0000     1279252.9885        8102.45297147        -130.89170713     8696165.18541715
        55          27.5000     1275198.9076        8076.77548582        -155.87855889     8595063.66777609
        56          28.0000     1268796.8464        8036.22650921        -162.54142376     8556705.11103389
        57          28.5000     1262626.9567        7997.14804572        -157.59526397     8504485.39419532
        58          29.0000     1260220.4631        7981.90594658        -150.52726052     8508947.47879189
        59          29.5000     1254769.5776        7947.38146668        -148.36540453     8438478.55944940
        60          30.0000     1251121.0403        7924.27258832        -138.43595891     8451762.74790619
        61          30.5000     1250442.2019        7919.97300372        -160.46035930     8421951.01595317
        62          31.0000     1243849.4346        7878.21614488        -153.88881744     8380245.08048385
        63          31.5000     1237149.8192        7835.78253740        -146.31929115     8301962.73325417
        64          32.0000     1229754.5716        7788.94297847        -136.38142499     8248479.95950929
        65          32.5000     1217875.5932        7713.70464467        -135.53067221     8196278.82036079
        66          33.0000     1207317.6102        7646.83314863        -142.98582349     8108626.61476551
        67          33.5000     1204414.8580        7628.44787755        -143.29766623     8084063.79072687
        68          34.0000     1196999.7125        7581.48229026        -147.20122928     8022617.53075439
        69          34.5000     1191290.9086        7545.32422329         -77.76467291     7999654.68306891
        70          35.0000     1207843.6338        7650.16484445        -146.49313061     8111727.46018298
        71          35.5000     1201952.5120        7612.85202358        -150.01158191     8076624.31694911
        72          36.0000     1198973.3796        7593.98298013        -131.19939074     8112549.61233589
        73          36.5000     1198077.9711        7588.31169754        -146.09609009     8056001.34802557
        74          37.0000     1191669.4840        7547.72202053        -149.63711085     8024880.63444574
        75          37.5000     1187484.0635        7521.21266472        -109.63282442     8047164.03956509
        76          38.0000     1189033.4459        7531.02604643        -140.46655663     8019485.28676371
        77          38.5000     1184505.2627        7502.34572149        -146.67350798     7977084.36375520
        78          39.0000     1177206.6798        7456.11841148        -132.31417067     7936244.58626216
        79          39.5000     1170424.4983        7413.16185264        -149.46711636     7888425.23640200
        80          40.0000     1166046.6387        7385.43363741        -150.56949428     7851998.68813837
        81          40.5000     1160910.7274        7352.90412246        -148.40471435     7796418.22787939
        82          41.0000     1151518.8130        7293.41819931        -137.54439227     7756990.58396587
        83          41.5000     1141330.3296        7228.88701723        -113.82134768     7729650.67290876
        84          42.0000     1136182.6087        7196.28270303        -134.90157185     7680153.43101808
        85          42.5000     1132467.2630        7172.75067726        -131.73365212     7672857.11781552
        86          43.0000     1128700.0508        7148.89014358        -144.98752278     7601879.56581773
        87          43.5000     1121932.4373        7106.02585421        -140.09618447     7560327.61035905
        88          44.0000     1113632.7243        7053.45764840        -152.46252907     7484459.96219667
        89          44.5000     1085940.7231        6878.06377444        -129.13426305     7346590.02117017
        90          45.0000     1058809.1915        6706.21976799        -134.59270823     7179775.27064874
        91          45.5000     1051385.7043        6659.20134654        -155.01632171     7097022.26692866
        92          46.0000     1046131.3554        6625.92167852        -158.67663227     7038960.82906425
        93          46.5000     1037898.8838        6573.77936241        -150.90205106     6997633.41567979
        94          47.0000     1028973.7261        6517.24975380         -93.17640249     7043026.91516039
        95          47.5000     1019334.6562        6456.19841275         -78.25036393     7001406.78270109
        96          48.0000     1034079.0406        6549.58547707         -51.88710214     7090685.96403963
        97          48.5000     1075218.0958        6810.14946463        -146.44023578     7269171.78983862
        98          49.0000     1070238.8996        6778.61254178        -154.94495014     7209834.91562589
        99          49.5000     1065763.2792        6750.26513578        -156.66280504     7177633.65627537
       100          50.0000     1058475.5753        6704.10673055        -149.30821285     7141824.32280151
       101          50.5000     1052912.8277        6668.87374578        -143.21174433     7123745.21364926
       102          51.0000     1047572.7509        6635.05109957        -141.63168769     7114706.01221740
       103          51.5000     1012536.5774        6413.14116441          98.53909741     6981216.30314382
       104          52.0000     1124695.1504        7123.52415437        -143.97942783     7623200.27000537
       105          52.5000     1121697.7099        7104.53915214        -155.40819689     7573588.73151029
       106          53.0000     1118259.0603        7082.75964718        -157.33781818     7524241.76592624
       107          53.5000     1114293.8524        7057.64506047        -159.75905428     7520489.62593262
       108          54.0000     1106725.5164        7009.70920490        -163.44160215     7429982.60195777
       109          54.5000     1098094.8410        6955.04476985        -163.79270935     7384429.24925936
       110          55.0000     1165933.0497        7384.71419462         -61.01204170     7950527.08305898
