#     Step             Time      Temperature                E_kin                     E_pot             Pressure
         0           0.0000        7109.8873          45.03216192        -203.34071852        2641.73342188
         1           0.5000        6980.7333          44.21413398        -202.94695850        -534.24603034
         2           1.0000        6898.2467          43.69168546        -202.61535663       -2821.46514449
         3           1.5000        6895.8665          43.67661028        -202.37260457       -3294.86586504
         4           2.0000        6933.4613          43.91472558        -202.28026676       -2807.31220768
         5           2.5000        6996.9483          44.31683578        -202.38321958       -2183.83821962
         6           3.0000        6963.2764          44.10356654        -202.67384086       -2222.30783924
         7           3.5000        6967.2220          44.12855730        -203.12186574        -873.74194148
         8           4.0000        7099.7573          44.96800122        -203.78584871        1427.25094736
         9           4.5000        7135.4257          45.19391500        -204.73968525        2326.44634339
        10           5.0000        7244.0089          45.88165268        -205.87056655        3014.83967829
        11           5.5000        7394.5822          46.83534454        -206.85598052        2211.27668842
        12           6.0000        7489.7098          47.43785779        -207.42383894        4104.72084404
        13           6.5000        7438.5465          47.11380262        -207.55850829        5685.08402604
        14           7.0000        7257.0114          45.96400697        -207.51738513        7396.59185974
        15           7.5000        7198.3448          45.59242835        -206.97431369       10628.41099941
        16           8.0000        7225.4663          45.76420903        -206.88447810       12033.21484091
        17           8.5000        7326.5663          46.40454980        -207.89850736       11789.79558872
        18           9.0000        7309.9243          46.29914358        -207.97812128       12196.95774250
        19           9.5000        7045.8896          44.62681725        -206.93511968       14597.61183710
        20          10.0000        6716.7691          42.54225428        -204.97697321       17909.15524096
        21          10.5000        6349.4454          40.21572242        -202.82012718       22205.71780369
        22          11.0000        6136.5936          38.86757478        -202.10258269       23799.64477863
        23          11.5000        6167.5654          39.06374167        -202.70080981       23826.32277649
        24          12.0000        6136.4754          38.86682600        -203.15200555       22754.67688184
        25          12.5000        6121.7017          38.77325351        -203.11383277       21861.56375108
        26          13.0000        6172.1478          39.09276540        -202.81312465       23038.32663525
        27          13.5000        6215.4974          39.36733041        -202.53123239       24220.11205042
        28          14.0000        6207.3141          39.31550000        -202.47551780       25213.86985369
        29          14.5000        6234.5416          39.48795151        -202.66004451       26428.92165376
        30          15.0000        6229.4513          39.45571088        -202.98905137       27082.77983090
        31          15.5000        6261.0886          39.65609345        -203.42222551       27562.29889101
